filename,,pic id,,length,width,area
PXL_20201223_175713470.jpg,,1,1,206.4039687,51.92371797,6089.358928
PXL_20201223_175851784.jpg,,2,2,187.948042,48.42247317,6533.454468
PXL_20201223_175950974.jpg,,3,3,144.7834566,72.65200421,7869.077684
PXL_20201223_180037122.jpg,,4,4,210.0414537,103.2919412,13189.60075
PXL_20201223_180127238.jpg,,5,5,252.6644844,70.25265982,8441.057398
PXL_20201223_180322359.jpg,,6,6,177.408881,33.11197088,3751.163698
PXL_20201223_180355654.jpg,,7,7,186.8442559,56.90943431,7772.683027
PXL_20201223_180443749.jpg,,8,8,281.6542097,63.89818897,8401.523966
PXL_20201223_180539309.jpg,,9,9,229.5454681,52.64181036,6104.63479
PXL_20201223_180603417.jpg,,10,10,189.3943003,38.98154463,5269.641157
PXL_20201223_180642919.jpg,,11,11,191.0986333,43.31722515,5919.997262
PXL_20201223_180716002.jpg,,12,12,216.4458015,46.75081267,5898.13919
PXL_20201223_180745440.jpg,,13,13,197.1668268,56.43183888,7157.322784
PXL_20201223_180819583.jpg,,14,14,117.7746965,35.31525774,3264.718299
PXL_20201223_180903711.jpg,,15,15,249.1420031,37.9266481,4615.57931
PXL_20201223_180937937.jpg,,16,16,215.2791709,54.25494072,7614.662521
PXL_20201223_181016995.jpg,,17,17,134.4647831,68.60220318,2813.271089
PXL_20201223_181050833.jpg,,18,18,198.3840935,69.62682886,8122.091898
PXL_20201223_181121589.jpg,,19,19,210.3675673,40.44479652,6086.017803
PXL_20201223_181149482.jpg,,20,20,122.6149473,32.67173498,3205.150169
PXL_20201223_181217987.jpg,,21,21,122.1840135,70.66716705,5725.480349
PXL_20201223_181245454.jpg,,22,22,182.0229926,36.2287513,4602.300296
PXL_20201223_181314469.jpg,,23,23,186.257547,47.8557262,4337.783279
PXL_20201223_181345981.jpg,,24,24,221.9461097,34.12520105,3820.567069
PXL_20201223_181424843.jpg,,25,25,141.7583834,32.75560646,2607.250322
PXL_20201223_181503658.jpg,,26,26,166.7856632,51.683276,6059.448491
PXL_20201223_181535685.jpg,,27,27,173.4727098,69.14890673,3782.769613
PXL_20201223_181559669.jpg,,28,28,152.2168687,37.29002357,3864.495528
PXL_20201223_181634752.jpg,,29,29,192.2833886,35.41370928,3740.603402
PXL_20201223_181702306.jpg,,30,30,105.5352815,34.47040195,2051.839686
PXL_20201223_181734434.jpg,,31,31,132.7638084,25.97690966,2339.212651
PXL_20201223_181808782.jpg,,32,32,178.2635464,59.07350175,3487.979684
PXL_20201223_181843830.jpg,,33,33,159.3695195,58.77930552,6868.705878
PXL_20201223_182035564.jpg,,34,34,127.4968852,40.89349109,3337.790789
PXL_20201223_182108354.jpg,,35,35,124.0126751,39.22792521,3191.029469
PXL_20201223_182134388.jpg,,36,36,144.2916518,53.36021057,5561.867186
PXL_20201223_182159185.jpg,,37,37,171.5567096,35.09320322,3940.569966
PXL_20201223_182227334.jpg,,38,38,105.5645011,54.77608137,4041.535428
PXL_20201223_182300524.jpg,,39,39,106.5959269,43.52861432,3347.744004
PXL_20201223_182336379.jpg,,40,40,184.7647841,43.16151821,3893.228155
PXL_20201223_182412481.jpg,,41,41,68.0625968,55.76188449,2823.530696
PXL_20201223_185618063.jpg,,42,42,169.0849537,86.50526158,10753.28174
PXL_20201223_185711599.jpg,,43,43,282.0699754,53.87981049,8296.66553
PXL_20201223_185752662.jpg,,44,44,221.5269411,64.80448458,7360.917246
PXL_20201223_185827469.jpg,,45,45,182.9200108,48.95351003,5016.84491
PXL_20201223_185857450.jpg,,46,46,132.6680873,43.20271823,4681.904974
PXL_20201223_185929120.jpg,,47,47,156.9513146,40.33232612,3685.927447
PXL_20201223_190000637.jpg,,48,48,146.4088279,42.57243441,3717.62759
PXL_20201223_190024292.jpg,,49,49,178.8590142,35.66273324,4307.878493
PXL_20201223_190056884.jpg,,50,50,186.930876,50.68102596,7399.106137
PXL_20201223_190233322.jpg,,51,51,194.2926266,52.05833108,6786.994802
PXL_20201223_190300286.jpg,,52,52,182.2940436,41.847209,4746.656009
PXL_20201223_190328507.jpg,,53,53,183.2954899,45.22738191,4226.522477
PXL_20201223_190400491.jpg,,54,54,187.6510593,45.57001273,3219.661701
PXL_20201223_190439833.jpg,,55,55,146.3223397,39.78164482,3308.29187
PXL_20201223_190855970.jpg,,56,56,182.3624341,28.93076537,2811.131607
PXL_20201223_190926513.jpg,,57,57,223.7441023,26.03901407,2957.933329
PXL_20201223_191018405.jpg,,58,58,173.5102707,27.92865186,2781.199374
PXL_20201223_191109435.jpg,,59,59,152.6055373,32.59575188,3031.485883
PXL_20201223_191137841.jpg,,60,60,167.9479147,41.22942926,4720.382674
PXL_20201223_191207002.jpg,,61,61,233.3299018,47.07394229,6920.75847
PXL_20201223_191241677.jpg,,62,62,222.9602698,67.83811841,7483.07196
PXL_20201223_191315131.jpg,,63,63,173.7782362,37.76828077,4164.799985
PXL_20201223_191344039.jpg,,64,64,170.3946091,33.47707913,3256.331217
PXL_20201223_191416486.jpg,,65,65,179.5072601,43.73739484,3302.390965
PXL_20210104_190439725.jpg,B,1,B01,293.4873211,111.2610173,23848.9731
PXL_20210104_190618683.jpg,B,2,B02,269.548658,105.6382204,18588.79029
PXL_20210104_190655076.jpg,B,3,B03,245.8588223,70.91287175,12953.37893
PXL_20210104_190734469.jpg,B,4,B04,239.9875412,94.33312727,17618.51478
PXL_20210104_190823580.jpg,B,5,B05,259.089423,72.14036452,13246.10799
PXL_20210104_190859108.jpg,B,6,B06,265.0327724,66.06643847,11806.65108
PXL_20210104_190929660.jpg,B,7,B07,240.2767335,64.02630943,11826.91044
PXL_20210104_191001157.jpg,B,8,B08,212.5156296,39.76947885,4183.340453
PXL_20210104_191029269.jpg,B,9,B09,172.4798898,65.70273257,5057.503529
PXL_20210104_191055053.jpg,B,10,B10,140.2737812,47.82098358,3631.781238
PXL_20210104_191122819.jpg,B,11,B11,163.98497,58.83989115,6603.136299
PXL_20210104_191301965.jpg,B,12,B12,109.4563386,37.3031561,2417.782221
PXL_20210104_191332333.jpg,B,13,B13,256.8702846,57.72011944,6567.720577
PXL_20210104_191419921.jpg,B,14,B14,110.657954,92.21178981,7158.007627
PXL_20210104_191454387.jpg,B,15,B15,179.3950184,47.4032611,4982.504945
PXL_20210104_191522018.jpg,B,16,B16,233.2998419,50.3429618,7715.200515
PXL_20210104_191552561.jpg,B,17,B17,238.8241634,78.75834081,11192.01007
PXL_20210104_191623033.jpg,B,18,B18,156.4909557,68.20144603,7732.776687
PXL_20210104_191746691.jpg,B,19,B19,209.5267627,56.55891715,8647.327553
PXL_20210104_191822014.jpg,B,20,B20,249.2071644,62.23663508,11482.3994
PXL_20210104_191851191.jpg,B,21,B21,194.679263,39.14445451,4900.950874
PXL_20210104_191918865.jpg,B,22,B22,212.6707913,44.17116481,5403.444543
PXL_20210104_191945656.jpg,B,23,B23,241.646216,76.54778105,8926.043525
PXL_20210104_192008582.jpg,B,24,B24,203.9249173,60.50165629,8560.321472
PXL_20210104_192034219.jpg,B,25,B25,259.6761026,71.07168105,10571.27692
PXL_20210104_192059257.jpg,B,26,B26,209.6595954,75.6569553,11396.97085
PXL_20210104_192139373.jpg,B,27,B27,159.4719985,55.40846668,6241.755589
PXL_20210104_192207060.jpg,B,28,B28,196.7173162,53.13934299,7760.101163
PXL_20210104_192405167.jpg,B,29,B29,184.5497605,57.04908264,7553.683969
PXL_20210104_192432678.jpg,B,30,B30,275.9087618,97.48170733,18350
PXL_20210104_192504533.jpg,B,31,B31,255.3943806,68.18215439,12461.3968
PXL_20210104_192533757.jpg,B,32,B32,216.352471,59.29962733,8119.454866
PXL_20210104_192556540.jpg,B,33,B33,247.6932624,56.04278273,9533.884023
PXL_20210104_192621528.jpg,B,34,B34,166.2681044,32.1310411,3940.672353
PXL_20210104_192659407.jpg,B,35,B35,183.7118177,48.70706801,5667.09199
PXL_20210104_192735449.jpg,B,36,B36,142.2254346,56.63248211,2708.94966
PXL_20210104_192804058.jpg,B,37,B37,198.7007623,32.55168179,3159.725291
PXL_20210104_195909419.jpg,E,1,E01,195.4623568,66.0846685,9463.317565
PXL_20210104_200007366.jpg,E,2,E02,280.8127344,137.6987885,22972.8786
PXL_20210104_200241132.jpg,E,3,E03,245.325178,103.6290891,16910.29964
PXL_20210104_200355505.jpg,E,4,E04,304.0652132,93.96782058,11543.41723
PXL_20210104_200425902.jpg,E,5,E05,167.786648,100.8547976,9229.684092
PXL_20210104_200455282.jpg,E,6,E06,247.2613952,66.99361001,10092.41327
PXL_20210104_200528225.jpg,E,7,E07,215.7133079,66.34287834,10195.18989
PXL_20210104_200601459.jpg,E,8,E08,216.545491,57.28842361,6778.619228
PXL_20210104_200654684.jpg,E,9,E09,302.6702063,90.33217687,13567.83256
PXL_20210104_200725874.jpg,E,10,E10,173.6475275,87.13854209,10452.71186
PXL_20210104_200755018.jpg,E,11,E11,272.4977958,111.417898,19211.7287
PXL_20210104_200827937.jpg,E,12,E12,183.3858394,47.86316314,3795.343744
PXL_20210104_200855075.jpg,E,13,E13,230.1223241,44.63616919,6862.743843
PXL_20210104_200941734.jpg,E,14,E14,170.62846,47.53750754,5481.305384
PXL_20210104_201008948.jpg,E,15,E15,203.4321273,70.04540006,7789.663446
PXL_20210104_201033877.jpg,E,16,E16,170.3724071,47.11607265,3313.909328
PXL_20210104_201114637.jpg,E,17,E17,109.455051,60.89718248,4611.623349
PXL_20210104_201143437.jpg,E,18,E18,211.0915183,42.18801501,5479.334987
PXL_20210104_201210125.jpg,E,19,E19,140.2851029,45.55098671,4175.631164
PXL_20210104_201234038.jpg,E,20,E20,152.6629579,56.95396012,4913.998018
PXL_20210104_201310226.jpg,E,21,E21,197.040373,57.76333896,7899.69734
PXL_20210104_201338522.jpg,E,22,E22,218.1122931,97.33425132,5810.825825
PXL_20210104_201359975.jpg,E,23,E23,171.544417,43.86867488,4579.05578
PXL_20210104_201423945.jpg,E,24,E24,178.4752111,62.58105783,8448.486995
PXL_20210104_201445134.jpg,E,25,E25,191.4444782,51.30886755,6704.356788
PXL_20210104_201510529.jpg,E,26,E26,154.1576536,32.91531177,3472.024953
PXL_20210104_201531492.jpg,E,27,E27,236.8973575,49.86247482,5903.96108
PXL_20210104_201554661.jpg,E,28,E28,181.3170067,37.50393618,3105.242472
PXL_20210104_201615849.jpg,E,29,E29,189.2111585,40.0286496,3508.190907
PXL_20210104_201639830.jpg,E,30,E30,144.1820293,47.69319376,4156.364344
PXL_20201226_204754669.jpg,K,1,K01,203.8983055,50.77115705,7185.744613
PXL_20201226_204838202.jpg,K,2,K02,217.8890119,50.57604388,7918.798558
PXL_20201226_204906657.jpg,K,3,K03,171.7423355,32.50494022,3733.409593
PXL_20201226_204931829.jpg,K,4,K04,213.157747,54.61139673,5301.163305
PXL_20201226_205001064.jpg,K,5,K05,216.081413,47.38511064,7409.199631
PXL_20201226_205026828.jpg,K,6,K06,212.6948892,49.32285836,5117.905947
PXL_20201226_205059844.jpg,K,7,K07,251.8061974,64.622613,6091.235866
PXL_20201226_205136482.jpg,K,8,K08,163.3988885,48.87548215,5328.000814
PXL_20201226_205220355.jpg,K,9,K09,200.414974,57.17420343,7286.687984
PXL_20201226_205257238.jpg,K,10,K10,288.3825623,52.23950887,6657.712368
PXL_20201226_205326245.jpg,K,11,K11,147.6987993,43.64782796,3488.439609
PXL_20201226_205357407.jpg,K,12,K12,192.1517021,48.67426886,4861.215515
PXL_20201226_205427928.jpg,K,13,K13,166.0128319,39.72092167,3329.344017
PXL_20201226_205457038.jpg,K,14,K14,216.5867428,56.47247124,8787.190076
PXL_20201226_205533332.jpg,K,15,K15,220.1642009,46.42053129,6013.863748
PXL_20201226_205559570.jpg,K,16,K16,150.1278037,64.51647661,6205.329446
PXL_20201226_205626393.jpg,K,17,K17,219.8458243,41.38382801,5702.372713
PXL_20201226_205701830.jpg,K,18,K18,217.9260543,60.17700332,6739.586717
PXL_20201226_205745566.jpg,K,19,K19,141.4340562,33.76429221,3263.247876
PXL_20201226_205830382.jpg,K,20,K20,242.1454118,64.66590289,7730.466449
PXL_20201226_205857435.jpg,K,21,K21,160.2729593,45.16439262,4743.726797
PXL_20201226_205927558.jpg,K,22,K22,138.0506597,44.7326335,4332.961854
PXL_20201226_205952378.jpg,K,23,K23,202.7965317,53.62910407,6701.188176
PXL_20201226_210017534.jpg,K,24,K24,245.7579229,66.58567975,9347.381304
PXL_20201226_210051709.jpg,K,25,K25,249.8697304,56.85097651,8462.944973
PXL_20201226_210132207.jpg,K,26,K26,140.6048941,38.46344133,4232.459548
PXL_20201226_210208456.jpg,K,27,K27,111.8637185,54.82927585,4002.074695
PXL_20201226_210235451.jpg,K,28,K28,161.0756245,46.53668952,4175.523469
PXL_20201226_210308585.jpg,K,29,K29,251.1997563,57.14296188,8074.568278
PXL_20201226_210405496.jpg,K,30,K30,140.6019327,45.99518493,3828.389296
PXL_20201226_210502823.jpg,K,31,K31,254.1554834,34.80510639,5269.727928
PXL_20201226_210533952.jpg,K,32,K32,203.6236509,72.74346178,7304.7762
PXL_20201226_210608814.jpg,K,33,K33,196.8403104,54.35078579,6303.026472
PXL_20201226_210638870.jpg,K,34,K34,183.4778908,55.79057502,6551.562156
PXL_20201226_210709799.jpg,K,35,K35,247.6716372,55.49167589,6839.364239
PXL_20201226_210741893.jpg,K,36,K36,131.9456109,35.85275187,3201.739114
PXL_20201226_210811177.jpg,K,37,K37,162.1215927,35.64791683,3789.008056
PXL_20201226_210939063.jpg,K,38,K38,131.755012,31.38743935,3228.880626
PXL_20201226_211220838.jpg,K,39,K39,303.3874549,50.90169875,8863.573826
PXL_20201226_211307429.jpg,K,40,K40,174.2274984,68.14214098,5809.324472
PXL_20201226_211343053.jpg,K,41,K41,150.2528108,39.50964854,3582.12556
PXL_20201226_211410788.jpg,K,42,K42,139.7574587,58.49035697,5476.573178
PXL_20201226_211447215.jpg,K,43,K43,160.3296423,39.22476217,4391.400928
PXL_20201226_211516475.jpg,K,44,K44,152.1259395,42.89378999,3708.679407
PXL_20201226_211555482.jpg,K,45,K45,273.2661525,49.77966161,7673.005475
PXL_20201226_211624248.jpg,K,46,K46,172.0847388,41.57169674,4450.825023
PXL_20201226_211652665.jpg,K,47,K47,139.2373188,42.33837645,3708.951479
PXL_20201226_211721359.jpg,K,48,K48,171.6326154,49.83355944,4256.565679
PXL_20201226_211747344.jpg,K,49,K49,164.4585568,31.27905256,3152.047135
PXL_20201226_211816051.jpg,K,50,K50,189.3648984,52.42909557,4798.988357
PXL_20201223_192306096.jpg,L,1,L01,245.5633567,101.9942332,18369.9274
PXL_20201223_192343578.jpg,L,2,L02,242.5929817,107.7390094,18465.84524
PXL_20201223_192424860.jpg,L,3,L03,276.0638514,88.69559336,13051.21056
PXL_20201223_192503413.jpg,L,4,L04,226.2906577,96.79758084,15445.2549
PXL_20201223_192533295.jpg,L,5,L05,224.9791267,93.69955814,13425.91204
PXL_20201223_192601660.jpg,L,6,L06,250.6572319,95.03897667,12075.28655
PXL_20201223_192627292.jpg,L,7,L07,230.3669794,81.3174296,9151.571742
PXL_20201223_192658439.jpg,L,8,L08,226.0366152,91.38899429,11163.18245
PXL_20201223_192720322.jpg,L,9,L09,160.2589308,62.55365247,6496.922224
PXL_20201223_192754724.jpg,L,10,L10,221.4822208,135.3574162,11984.82464
PXL_20201223_192827662.jpg,L,11,L11,232.8321189,71.40583791,7421.008464
PXL_20201223_192859047.jpg,L,12,L12,201.9665998,80.33682054,11419.24499
PXL_20201223_192959206.jpg,L,13,L13,192.5867356,71.70031408,9136.840647
PXL_20201223_193031145.jpg,L,14,L14,187.9209562,68.8513633,7974.662267
PXL_20201223_193103016.jpg,L,15,L15,152.4800562,77.27361195,8642.483949
PXL_20201223_193136116.jpg,L,16,L16,136.3457405,73.72271593,5039.440585
PXL_20201223_193203244.jpg,L,17,L17,111.4684343,49.68129737,3556.476327
PXL_20201223_193257128.jpg,L,18,L18,173.9066,58.57183808,4351.891482
PXL_20201223_194827189.jpg,P,1,P01,164.068689,37.92441881,2945.16101
PXL_20201223_194902539.jpg,P,2,P02,191.7867424,73.54103072,9972.966714
PXL_20201223_194934710.jpg,P,3,P03,243.0345034,45.90398415,7868.741472
PXL_20201223_195005484.jpg,P,4,P04,203.1256285,57.38472076,8180.160016
PXL_20201223_195034793.jpg,P,5,P05,229.9052006,71.64428859,10935.55951
PXL_20201223_195104424.jpg,P,6,P06,186.5755236,46.98400716,6389.610355
PXL_20201223_195141022.jpg,P,7,P07,162.0087584,41.92981129,3276.99342
PXL_20201223_195233930.jpg,P,8,P08,295.1425817,36.24647529,5798.78101
PXL_20201223_195401828.jpg,P,9,P09,278.3649715,99.94287709,11527.0278
PXL_20201223_195434551.jpg,P,10,P10,229.590084,66.02735321,9333.939533
PXL_20201223_195514203.jpg,P,11,P11,216.8505694,75.08235585,8519.921749
PXL_20201223_195546656.jpg,P,12,P12,247.3811009,58.40184945,8727.892036
PXL_20201223_195622932.jpg,P,13,P13,199.7195791,47.47716837,5553.442856
PXL_20201223_195654100.jpg,P,14,P14,183.9858322,42.78089103,4041.883459
PXL_20201223_195727269.jpg,P,15,P15,177.7146227,43.20072693,2972.260509
PXL_20201223_195755708.jpg,P,16,P16,179.2990505,40.7859395,3207.489473
PXL_20201223_195827817.jpg,P,17,P17,172.8577359,31.26384624,3908.841352
PXL_20201223_200415844.jpg,P,18,P18,152.9006552,44.38555534,5264.572921
PXL_20201223_200500595.jpg,P,19,P19,228.608842,54.50006687,8698.713969
PXL_20201223_200526918.jpg,P,20,P20,212.4956123,41.2359741,3347.762673
PXL_20201223_200610313.jpg,P,21,P21,241.9761388,47.91428567,5943.477833
PXL_20201223_200649172.jpg,P,22,P22,230.7372196,63.84562131,5773.340644
PXL_20201223_200718610.jpg,P,23,P23,162.7483581,54.82921954,5606.357282
PXL_20201223_200746067.jpg,P,24,P24,219.8771749,50.03225347,4168.49835
PXL_20201223_200819200.jpg,P,24,P24,249.6252632,54.16787065,4240.051259
PXL_20201223_200852965.jpg,P,25,P25,301.4486362,47.43518982,4820.545047
PXL_20201223_201000035.jpg,P,27,P27,210.5332519,44.37389647,6602.280761
PXL_20201223_201101802.jpg,P,28,P28,216.5878386,59.69922915,8549.591361
PXL_20201223_201148524.jpg,P,29,P29,277.8725616,65.09362406,11475.69203
PXL_20201223_201217957.jpg,P,30,P30,229.8931292,49.40904898,7679.680489
PXL_20210104_193313133.jpg,R,1,R01,221.8848174,64.10164784,9424.218375
PXL_20210104_193411026.jpg,R,2,R02,282.8990448,90.39236276,17171.05496
PXL_20210104_193441485.jpg,R,3,R03,258.9305789,82.81620719,15890.78337
PXL_20210104_193511961.jpg,R,4,R04,204.0411108,75.38041783,11949.14077
PXL_20210104_193550197.jpg,R,5,R05,264.9295206,58.46593923,8025.636679
PXL_20210104_193617061.jpg,R,6,R06,179.4740082,64.00182657,8258.591467
PXL_20210104_193644108.jpg,R,7,R07,194.6239954,61.33625027,8436.521935
PXL_20210104_193713347.jpg,R,8,R08,237.7072733,87.16859758,10292.8193
PXL_20210104_193737926.jpg,R,9,R09,163.2332153,57.55362112,7225.552389
PXL_20210104_193803153.jpg,R,10,R10,236.4647613,70.25355568,11497.78103
PXL_20210104_193836360.jpg,R,11,R11,175.1957535,63.30710469,6989.413443
PXL_20210104_193911282.jpg,R,12,R12,253.9796245,80.23959168,6642.057138
PXL_20210104_193953999.jpg,R,13,R13,193.4936191,68.80136624,9396.792392
PXL_20210104_194047410.jpg,R,14,R14,248.0260169,102.1942783,16180.60156
PXL_20210104_194125559.jpg,R,15,R15,150.7009704,52.34939191,5585.834768
PXL_20210104_194151204.jpg,R,16,R16,179.8558171,45.06241936,6118.279917
PXL_20210104_194223414.jpg,R,17,R17,268.7099721,84.27798161,15430.53865
PXL_20210104_194254293.jpg,R,18,R18,252.3674692,92.48792652,10827.27778
PXL_20210104_194321251.jpg,R,19,R19,186.6574377,62.97062167,8556.43736
PXL_20210104_194347146.jpg,R,20,R20,136.285571,44.99542359,4112.92335
PXL_20210104_194415756.jpg,R,21,R21,201.5021659,57.81978389,8695.743907
PXL_20210104_194459100.jpg,R,22,R22,194.1628274,51.00128149,6268.997331
PXL_20210104_194523809.jpg,R,23,R23,252.8824428,63.67816496,8615.978018
PXL_20210104_194544396.jpg,R,24,R24,197.6923453,66.1199066,10017.8429
PXL_20210104_194608140.jpg,R,25,R25,153.5710903,56.45551402,6068.425598
PXL_20210104_194633865.jpg,R,26,R26,203.2023134,51.75680159,3822.996232
PXL_20210104_194656893.jpg,R,27,R27,126.4370589,39.40112423,3217.552168
PXL_20210104_194802946.jpg,R,29,R29,231.4718903,43.13709805,6653.279314
PXL_20210104_194829866.jpg,R,30,R30,180.329162,47.63070775,4701.933523
PXL_20210104_194901931.jpg,R,31,R31,199.863535,49.92557597,6777.23223
PXL_20210104_194925060.jpg,R,32,R32,186.1052424,56.88380444,6002.87535
PXL_20210104_194956464.jpg,R,33,R33,134.4084441,41.44449826,3934.223464
PXL_20210104_195022615.jpg,R,34,R34,155.5909634,35.9486765,3126.270306
PXL_20210104_195055334.jpg,R,35,R35,122.4531052,32.47625141,2571.228935
PXL_20210104_195123085.jpg,R,36,R36,155.0070774,40.1142374,3075.325854
PXL_20210104_195157548.jpg,R,37,R37,130.8022251,45.90870158,2728.005259
PXL_20210104_195300254.jpg,R,38,R38,105.4787299,27.46651365,2097.71137
PXL_20210104_195405424.jpg,R,39,R39,121.7414277,35.39911708,2377.807056
